id_municipio,municipio_nome,ida,endereco,cep,municipio_sede,tel_1,tel_2,fax_1,fax_2,email,unidaderegional,diretor,url
3507308,Boracéia,Escritório de Defesa Agropecuária de Jaú,"Rua Gov. Armando Salles, 218",17201360,Jaú,(14) 3622-6501,,(14) 3622-6501,,eda.jau@sp.gov.br,Escritório de Defesa Agropecuária de Jaú,Med. Vet. Leopoldo Guilherme Fernandes Rodrigues Arruda,//www.defesa.agricultura.sp.gov.br/enderecos/boraceia/
3507407,Borborema,Unidade de Defesa Agropecuária de Borborema,"Rua Dr. Valentim Gentil, 291",14955000,Borborema,(16) 3266-1129,,,,,Escritório de Defesa Agropecuária de Jaboticabal,Eng. Agr. Gustavo Bissolli,//www.defesa.agricultura.sp.gov.br/enderecos/borborema/
3507456,Borebi,Inspetoria de Defesa Agropecuária de Piratininga,"Avenida da Saudade, 62",17490000,Piratininga,(14) 3265-1160,,,,ida.piratininga@cda.sp.gov.br,Escritório de Defesa Agropecuária de Bauru,Med. Vet. Leopoldo Guilherme Fernandes Rodrigues Arruda,//www.defesa.agricultura.sp.gov.br/enderecos/borebi/
3507506,Botucatu,Escritório de Defesa Agropecuária de Botucatu,"Rua Ranimiro Lotufo, 202",18607050,Botucatu,(14) 3882-2960,3882-5226,(14) 3882-2960,,eda.botucatu@sp.gov.br,Escritório de Defesa Agropecuária de Botucatu,Med. Vet. Francisco Pereira Neto,//www.defesa.agricultura.sp.gov.br/enderecos/botucatu/
3507605,Bragança Paulista,Escritório de Defesa Agropecuária de Bragança Paulista,"Rua José Adriano Marrey Júnior, 277",12912430,Bragança Paulista,(11) 4033-7386,4034-2743,(11) 4033-7386,,eda.braganca@sp.gov.br,Escritório de Defesa Agropecuária de Bragança Paulista,Eng. Agr. Rogério Marçal Rocha Oliveira,//www.defesa.agricultura.sp.gov.br/enderecos/braganca-paulista/
3507704,Braúna,Unidade de Defesa Agropecuária de Braúna,"Rua Tiradentes, 410",16290000,Braúna,,,(18) 3682-1346,,,Escritório de Defesa Agropecuária de Araçatuba,Eng. Agr. Marco Antonio Basseto,//www.defesa.agricultura.sp.gov.br/enderecos/brauna/
3507753,Brejo Alegre,Inspetoria de Defesa Agropecuária de Birigui,"Rua Roberto Clark, 443",16200000,Birigui,(18) 3642-1391,,(18) 3642-1391,,,Escritório de Defesa Agropecuária de Araçatuba,Eng. Agr. Marco Antonio Basseto,//www.defesa.agricultura.sp.gov.br/enderecos/brejo-alegre/
3507803,Brodowski,Unidade de Defesa Agropecuária de Brodowski,"Rua General Carneiro, 491",14340000,Brodowski,(16) 36641307,,,,ca.brodosqui@cati.sp.gov.br,Escritório de Defesa Agropecuária de Ribeirão Preto,Med. Vet. Paulo Antonio Fadil,//www.defesa.agricultura.sp.gov.br/enderecos/brodowski/
3507902,Brotas,Inspetoria de Defesa Agropecuária de Brotas,"Praça 9 de Julho, 129",17380000,Brotas,(14) 3653-2897,,,,ida.brotas@cda.sp.gov.br,Escritório de Defesa Agropecuária de Jaú,Med. Vet. Leopoldo Guilherme Fernandes Rodrigues Arruda,//www.defesa.agricultura.sp.gov.br/enderecos/brotas/
3508009,Buri,Unidade de Defesa Agropecuária de Buri,"Rua Ana de Almeida, 57",18290000,Buri,(15) 3546-1804,,(15) 3546-1804,,ca.buri@cati.sp.gov.br,Escritório de Defesa Agropecuária de Itapeva,Med. Vet. César Augusto Martins Moura,//www.defesa.agricultura.sp.gov.br/enderecos/buri/
3508108,Buritama,Inspetoria de Defesa Agropecuária de Buritama,"Rua Floriano Peixoto, 735",15290000,Buritama,(18) 3691-1248,,,,,Escritório de Defesa Agropecuária de General Salgado,Eng. Agr. Marco Antonio Basseto,//www.defesa.agricultura.sp.gov.br/enderecos/buritama/
3508207,Buritizal,Unidade de Defesa Agropecuária de Buritizal,"Rua José Inacio, 458",14570000,Buritizal,,,,,,Escritório de Defesa Agropecuária de Orlândia,Med. Vet. Matheus Braga Martins,//www.defesa.agricultura.sp.gov.br/enderecos/buritizal/
3508306,Cabrália Paulista,Unidade de Defesa Agropecuária de Cabrália Paulista,"Avenida Mário Amaral Gurgel, 808",17480000,Cabrália Paulista,(14) 3285-1145,,,,,Escritório de Defesa Agropecuária de Bauru,Med. Vet. Leopoldo Guilherme Fernandes Rodrigues Arruda,//www.defesa.agricultura.sp.gov.br/enderecos/cabralia-paulista/
3508405,Cabreúva,Inspetoria de Defesa Agropecuária de Itu,"Avenida Prudente de Moraes, 509",13309050,Itu,(11) 4024-3462,,(11) 4024-5358,,,Escritório de Defesa Agropecuária de Sorocaba,Eng. Agr. Fabricio Sales Massafera Tristão,//www.defesa.agricultura.sp.gov.br/enderecos/cabreuva/
3508504,Caçapava,Unidade de Defesa Agropecuária de Caçapava,"Rua Mal. Eduardo Socrates, 254",12281430,Caçapava,(12) 3655-6190,,,,,Escritório de Defesa Agropecuária de Pindamonhangaba,Eng. Agr. Carlos Roberto Cainelli de Oliveira,//www.defesa.agricultura.sp.gov.br/enderecos/cacapava/
3508603,Cachoeira Paulista,Unidade de Defesa Agropecuária de Cachoeira Paulista,"Avenida Dioclesiano da Silva Azevedo, s/n",12630000,Cachoeira Paulista,(12) 3101-1322,,,,,Escritório de Defesa Agropecuária de Guaratinguetá,Med. Vet. Ana Paula Cunha Belchior,//www.defesa.agricultura.sp.gov.br/enderecos/cachoeira-paulista/
3508702,Caconde,Unidade de Defesa Agropecuária de Caconde,"Rua Francisco Maia, 859",13770000,Caconde,(19) 3662-1198,,(19) 3662-1198,,,Escritório de Defesa Agropecuária de São João da Boa Vista,Eng. Agr. Rogério Marçal Rocha Oliveira,//www.defesa.agricultura.sp.gov.br/enderecos/caconde/
3508801,Cafelândia,Inspetoria de Defesa Agropecuária de Cafelândia,"Rua D. Pedro II, 347",16500000,Cafelândia,(14) 3554-4100,,(14) 3554-4100,,,Escritório de Defesa Agropecuária de Lins,Med. Vet. Leopoldo Guilherme Fernandes Rodrigues Arruda,//www.defesa.agricultura.sp.gov.br/enderecos/cafelandia/
3508900,Caiabu,Escritório de Defesa Agropecuária de Presidente Prudente,"Avenida Cel. José José Soares Marcondes, 2395",19013050,Presidente Prudente,(18) 3916-2198,,(18) 3916-2074,,eda.pprudente@sp.gov.br,Escritório de Defesa Agropecuária de Presidente Prudente,Eng. Agr. Adalberto Lanziani,//www.defesa.agricultura.sp.gov.br/enderecos/caiabu/
3509007,Caieiras,Escritório de Defesa Agropecuária de São Paulo,"Praça Ramos de Azevedo, 254 - 6º andar",01037912,São Paulo,(11) 5067-0175,5067-0230,,,eda.sp@sp.gov.br,Escritório de Defesa Agropecuária de São Paulo,Eng. Agr. Claudio Tetsuo Utida,//www.defesa.agricultura.sp.gov.br/enderecos/caieiras/
3509106,Caiuá,Inspetoria de Defesa Agropecuária de Presidente Epitácio,"Rua Vitória, 23",19470000,Presidente Epitácio,(18) 3281-3896,,,,,Escritório de Defesa Agropecuária de Presidente Venceslau,Eng. Agr. Adalberto Lanziani,//www.defesa.agricultura.sp.gov.br/enderecos/caiua/
3509205,Cajamar,Escritório de Defesa Agropecuária de São Paulo,"Praça Ramos de Azevedo, 254 - 6º andar",01037912,São Paulo,(11) 5067-0175,5067-0230,,,eda.sp@sp.gov.br,Escritório de Defesa Agropecuária de São Paulo,Eng. Agr. Claudio Tetsuo Utida,//www.defesa.agricultura.sp.gov.br/enderecos/cajamar/
3509254,Cajati,Inspetoria de Defesa Agropecuária de Cajati,"Avenida Fernando Costa, s/n",11950000,Cajati,(13) 3854-4590,,(13) 3854-4590,,ida.cajati@cda.sp.gov.br,Escritório de Defesa Agropecuária de Registro,Eng. Agr. Maristela Neves da Conceição,//www.defesa.agricultura.sp.gov.br/enderecos/cajati/
3509304,Cajobi,Unidade de Defesa Agropecuária de Cajobi,"Rua Dr. Adhemar de Godoy, 689 - Centro",15410000,Cajobi,(17) 3562-1197,,,,eda.barretos@cda.sp.gov.br,Escritório de Defesa Agropecuária de Barretos,Eng. Agr. Adão Marin,//www.defesa.agricultura.sp.gov.br/enderecos/cajobi/
3509403,Cajuru,Inspetoria de Defesa Agropecuária de Cajuru,"Rua Major Palma, 317",14240000,Cajuru,(16) 3667-1371,,,,ca.cajuru@cati.sp.gov.br,Escritório de Defesa Agropecuária de Ribeirão Preto,Med. Vet. Paulo Antonio Fadil,//www.defesa.agricultura.sp.gov.br/enderecos/cajuru/
3509452,Campina do Monte Alegre,Inspetoria de Defesa Agropecuária de Capão Bonito,"Rua Duque de Caxias, 700",18300000,Capão Bonito,(15) 3542-1797,,,,,Escritório de Defesa Agropecuária de Itapetininga,Eng. Agr. Fabricio Sales Massafera Tristão,//www.defesa.agricultura.sp.gov.br/enderecos/campina-do-monte-alegre/
3509502,Campinas,Escritório de Defesa Agropecuária de Campinas,"Avenida Brasil, 2340",13070178,Campinas,(19) 3045-3474,,,,eda.campinas@sp.gov.br,Escritório de Defesa Agropecuária de Campinas,Eng. Agr. Rogério Marçal Rocha Oliveira,//www.defesa.agricultura.sp.gov.br/enderecos/campinas/
3509601,Campo Limpo Paulista,Inspetoria de Defesa Agropecuária de Jundiaí,"Rua do Retiro, 574",13209000,Jundiaí,(11) 4521-1400,,(11) 4521-1400,,ida.jundiai@cda.sp.gov.br,Escritório de Defesa Agropecuária de Campinas,Eng. Agr. Rogério Marçal Rocha Oliveira,//www.defesa.agricultura.sp.gov.br/enderecos/campo-limpo-paulista/
3509700,Campos do Jordão,Inspetoria de Defesa Agropecuária de São Bento do Sapucaí,"Avenida Conselheiro Rodrigues Alves, 273",12490000,São Bento do Sapucaí,(12) 3971-1316,,(12) 3971-1316,,eda.pinda@cda.sp.gov.br,Escritório de Defesa Agropecuária de Pindamonhangaba,Eng. Agr. Carlos Roberto Cainelli de Oliveira,//www.defesa.agricultura.sp.gov.br/enderecos/campos-do-jordao/
3509809,Campos Novos Paulista,Unidade de Defesa Agropecuária de Campos Novos Paulista,"Rua 13 de Maio, 260",19960000,Campos Novos Paulista,(14) 3476-1401,3324-2878,(14) 3324-1955,,eda.assis@cda.sp.gov.br,Escritório de Defesa Agropecuária de Assis,Med. Vet. José de Barros Vieira,//www.defesa.agricultura.sp.gov.br/enderecos/campos-novos-paulista/
3509908,Cananéia,Escritório de Defesa Agropecuária de Registro,"Avenida Clara Gianotti de Souza, 1091",11900000,Registro,(13) 3821-4416,,,,eda.registro@sp.gov.br,Escritório de Defesa Agropecuária de Registro,Eng. Agr. Maristela Neves da Conceição,//www.defesa.agricultura.sp.gov.br/enderecos/cananeia/
3509957,Canas,Inspetoria de Defesa Agropecuária de Cruzeiro,"Rua Capitão Neco, 820",12705000,Cruzeiro,(12) 3144-2076,,,,eda.guara@sp.gov.br,Escritório de Defesa Agropecuária de Guaratinguetá,Med. Vet. Ana Paula Cunha Belchior,//www.defesa.agricultura.sp.gov.br/enderecos/canas/
3510005,Cândido Mota,Inspetoria de Defesa Agropecuária de Cândido Mota,"Rua Manuel Joaquim Marobo, 335",19880000,Cândido Mota,(18) 3341-5952,3324-2878,(18) 3324-1955,,eda.assis@cda.sp.gov.br,Escritório de Defesa Agropecuária de Assis,Med. Vet. José de Barros Vieira,//www.defesa.agricultura.sp.gov.br/enderecos/candido-mota/
3510104,Cândido Rodrigues,Unidade de Defesa Agropecuária de Cândido Rodrigues,"Rua São Paulo, 461",15930000,Cândido Rodrigues,(16) 3257-1263,,,,,Escritório de Defesa Agropecuária de Jaboticabal,Eng. Agr. Gustavo Bissolli,//www.defesa.agricultura.sp.gov.br/enderecos/candido-rodrigues/
3510153,Canitar,Escritório de Defesa Agropecuária de Ourinhos,"Rua Duque de Caxias, 737",19911801,Ourinhos,(14) 3322-8400,,(14) 3322-8400,,eda.ourinhos@sp.gov.br,Escritório de Defesa Agropecuária de Ourinhos,Med. Vet. José de Barros Vieira,//www.defesa.agricultura.sp.gov.br/enderecos/canitar/
3510203,Capão Bonito,Inspetoria de Defesa Agropecuária de Capão Bonito,"Rua Duque de Caxias, 700",18300000,Capão Bonito,(15) 3542-1797,,,,,Escritório de Defesa Agropecuária de Itapetininga,Eng. Agr. Fabricio Sales Massafera Tristão,//www.defesa.agricultura.sp.gov.br/enderecos/capao-bonito/
3510302,Capela do Alto,Escritório de Defesa Agropecuária de Sorocaba,"Rua Gustavo Teixeira, 382",18040323,Sorocaba,(15) 3222-1423,,(15) 3217-9889,,eda.sorocaba@sp.gov.br,Escritório de Defesa Agropecuária de Sorocaba,Eng. Agr. Fabricio Sales Massafera Tristão,//www.defesa.agricultura.sp.gov.br/enderecos/capela-do-alto/
3510401,Capivari,Unidade de Defesa Agropecuária de Capivari,"Rua Franquilina de Almeida Barros , 121",13360000,Capivari,(19) 3491-1216,,(19) 3491-1216,,,Escritório de Defesa Agropecuária de Piracicaba,Eng. Agr. Rui Marcos Lopes Correa,//www.defesa.agricultura.sp.gov.br/enderecos/capivari/
3510500,Caraguatatuba,Unidade de Defesa Agropecuária de Caraguatatuba,"Rua Sebastião Mariano Nepomuceno, 149",11660130,Caraguatatuba,(12) 3882-2232,,,,,Escritório de Defesa Agropecuária de Pindamonhangaba,Eng. Agr. Carlos Roberto Cainelli de Oliveira,//www.defesa.agricultura.sp.gov.br/enderecos/caraguatatuba/
3510609,Carapicuíba,Escritório de Defesa Agropecuária de São Paulo,"Praça Ramos de Azevedo, 254 - 6º andar",01037912,São Paulo,(11) 5067-0175,5067-0230,,,eda.sp@sp.gov.br,Escritório de Defesa Agropecuária de São Paulo,Eng. Agr. Claudio Tetsuo Utida,//www.defesa.agricultura.sp.gov.br/enderecos/carapicuiba/
3510708,Cardoso,Unidade de Defesa Agropecuária de Cardoso,"Rua Capitão José Tavares, 1777",15570000,Cardoso,(17) 3453-1310,,,,,Escritório de Defesa Agropecuária de Votuporanga,Med. Vet. Gustavo Scursoni Campion,//www.defesa.agricultura.sp.gov.br/enderecos/cardoso/
3510807,Casa Branca,Inspetoria de Defesa Agropecuária de Casa Branca,"Rua Praça Honório Sillos, 13",13700000,Casa Branca,(19) 3671-3310,,(19) 3671-3310,,ida.casabranca@cda.sp.gov.br,Escritório de Defesa Agropecuária de São João da Boa Vista,Eng. Agr. Rogério Marçal Rocha Oliveira,//www.defesa.agricultura.sp.gov.br/enderecos/casa-branca/
3510906,Cássia dos Coqueiros,Unidade de Defesa Agropecuária de Cássia dos Coqueiros,"Rua Pedreira de Freitas, 166",14260000,Cássia dos Coqueiros,(16) 36691103,,,,cacassiadoscoqueiros@cati.sp.gov.br,Escritório de Defesa Agropecuária de Ribeirão Preto,Med. Vet. Paulo Antonio Fadil,//www.defesa.agricultura.sp.gov.br/enderecos/cassia-dos-coqueiros/
3511003,Castilho,Unidade de Defesa Agropecuária de Castilho,"Avenida Samira Zhar, 418",16920000,Castilho,(18) 3741-1194,,,,,Escritório de Defesa Agropecuária de Andradina,Med. Vet. Affonso dos Santos Marcos,//www.defesa.agricultura.sp.gov.br/enderecos/castilho/
3511102,Catanduva,Escritório de Defesa Agropecuária de Catanduva,"Rua Tanabi, 96",15803060,Catanduva,(17) 35221996,,,,eda.catanduva@sp.gov.br,Escritório de Defesa Agropecuária de Catanduva,Eng. Agr. Alexandre Paloschi,//www.defesa.agricultura.sp.gov.br/enderecos/catanduva/
3511201,Catiguá,Escritório de Defesa Agropecuária de Catanduva,"Rua Tanabi, 96",15803060,Catanduva,(17) 35221996,,,,eda.catanduva@sp.gov.br,Escritório de Defesa Agropecuária de Catanduva,Eng. Agr. Alexandre Paloschi,//www.defesa.agricultura.sp.gov.br/enderecos/catigua/
3511300,Cedral,Unidade de Defesa Agropecuária de Cedral,"Avenida Maurício Costa, 60",15895000,Cedral,(17) 3266-1212,,,,,Escritório de Defesa Agropecuária de São José do Rio Preto,Eng. Agr. Alexandre Paloschi,//www.defesa.agricultura.sp.gov.br/enderecos/cedral/
3511409,Cerqueira César,Unidade de Defesa Agropecuária de Cerqueira César,"Rua Juvenal Coimbra , 413",18760000,Cerqueira César,(14) 3714-1233,,(14) 3714-1233,,eda.avare@cda.sp.gov.,Escritório de Defesa Agropecuária de Avaré,Med. Vet. César Augusto Martins Moura,//www.defesa.agricultura.sp.gov.br/enderecos/cerqueira-cesar/
3511508,Cerquilho,Inspetoria de Defesa Agropecuária de Tietê,"Rua do Comércio, 954",13530000,Tietê,(15) 3282-4687,,(15) 3282-4687,,ida.tiete@cda.sp.gov.br,Escritório de Defesa Agropecuária de Piracicaba,Eng. Agr. Rui Marcos Lopes Correa,//www.defesa.agricultura.sp.gov.br/enderecos/cerquilho/
3511607,Cesário Lange,Inspetoria de Defesa Agropecuária de Tatuí,"Rua 13 de Maio, 1084",18270000,Tatuí,(15) 3251-4386,,,,,Escritório de Defesa Agropecuária de Itapetininga,Eng. Agr. Fabricio Sales Massafera Tristão,//www.defesa.agricultura.sp.gov.br/enderecos/cesario-lange/
3511706,Charqueada,Inspetoria de Defesa Agropecuária de São Pedro,"Rua Malaquias Guerra, 900",13520000,São Pedro,(19) 3481-1151,,,,,Escritório de Defesa Agropecuária de Piracicaba,Eng. Agr. Rui Marcos Lopes Correa,//www.defesa.agricultura.sp.gov.br/enderecos/charqueada/
3557204,Chavantes,Unidade de Defesa Agropecuária de Chavantes,"Rua Altino Arantes, 136",18970000,Chavantes,(14) 3342-1176,,,,,Escritório de Defesa Agropecuária de Ourinhos,Med. Vet. José de Barros Vieira,//www.defesa.agricultura.sp.gov.br/enderecos/chavantes/
3511904,Clementina,Escritório de Defesa Agropecuária de Araçatuba,"Rua Barão do Triunfo, 403",16050230,Araçatuba,(18) 3624-5264,,(18) 3623-9017,,eda.aracatuba@sp.gov.br,Escritório de Defesa Agropecuária de Araçatuba,Eng. Agr. Marco Antonio Basseto,//www.defesa.agricultura.sp.gov.br/enderecos/clementina/
3512001,Colina,Escritório de Defesa Agropecuária de Barretos,"Rua Quatro, 966",14780005,Barretos,(17) 3322-8012,,,,eda.barretos@sp.gov.br,Escritório de Defesa Agropecuária de Barretos,Eng. Agr. Adão Marin,//www.defesa.agricultura.sp.gov.br/enderecos/colina/
3512100,Colômbia,Escritório de Defesa Agropecuária de Barretos,"Rua Quatro, 966",14780005,Barretos,(17) 3322-8012,,,,eda.barretos@sp.gov.br,Escritório de Defesa Agropecuária de Barretos,Eng. Agr. Adão Marin,//www.defesa.agricultura.sp.gov.br/enderecos/colombia/
3512209,Conchal,Unidade de Defesa Agropecuária de Conchal,"Rua Dr. Altino Arantes, 471",13835000,Conchal,(19) 3866-1533,,,,eda.mirim@cda.sp.gov.br,Escritório de Defesa Agropecuária de Mogi Mirim,Eng. Agr. Rogério Marçal Rocha Oliveira,//www.defesa.agricultura.sp.gov.br/enderecos/conchal/
3512308,Conchas,Inspetoria de Defesa Agropecuária de Conchas,"Rua Cel. Virgílio F. de Queiroz, 248",18570000,Conchas,(14) 3845-4457,,(14) 3845-4457,,ida.conchas@cda.sp.gov.br,Escritório de Defesa Agropecuária de Botucatu,Med. Vet. Francisco Pereira Neto,//www.defesa.agricultura.sp.gov.br/enderecos/conchas/
3512407,Cordeirópolis,Inspetoria de Defesa Agropecuária de Rio Claro,"Avenida 40-A, 10",13506630,Rio Claro,(19) 3524-8584,,,,ida.rioclaro@cda.sp.gov.br,Escritório de Defesa Agropecuária de Limeira,Eng. Agr. Antonio Carlos Junqueira do Val Filho,//www.defesa.agricultura.sp.gov.br/enderecos/cordeiropolis/
3512506,Coroados,Unidade de Defesa Agropecuária de Coroados,"Rua Princesa Isabel, 23",12260000,Coroados,(18) 3645-1131,,,,,Escritório de Defesa Agropecuária de Araçatuba,Eng. Agr. Marco Antonio Basseto,//www.defesa.agricultura.sp.gov.br/enderecos/coroados/
3512605,Coronel Macedo,Inspetoria de Defesa Agropecuária de Itaporanga,"Rua Barão de Antonina, 1060",18480000,Itaporanga,(15) 3565-1333,,(15) 3565-1333,,eda.avare@cda.sp.gov.br,Escritório de Defesa Agropecuária de Avaré,Med. Vet. César Augusto Martins Moura,//www.defesa.agricultura.sp.gov.br/enderecos/coronel-macedo/
3512704,Corumbataí,Inspetoria de Defesa Agropecuária de Rio Claro,"Avenida 40-A, 10",13506630,Rio Claro,(19) 3524-8584,,,,ida.rioclaro@cda.sp.gov.br,Escritório de Defesa Agropecuária de Limeira,Eng. Agr. Antonio Carlos Junqueira do Val Filho,//www.defesa.agricultura.sp.gov.br/enderecos/corumbatai/
3512803,Cosmópolis,Inspetoria de Defesa Agropecuária de Jaguariúna,"Rua José Alves Guedes, 575",13820000,Jaguariúna,(19) 3847-1047,,,,eda.mirim@cda.sp.gov.br,Escritório de Defesa Agropecuária de Mogi Mirim,Eng. Agr. Rogério Marçal Rocha Oliveira,//www.defesa.agricultura.sp.gov.br/enderecos/cosmopolis/
3512902,Cosmorama,Escritório de Defesa Agropecuária de Votuporanga,"Rua Itacolomi, 3096",15500467,Votuporanga,(17) 3421-9147,,(17) 3421-6646,,eda.votuporanga@sp.gov.br,Escritório de Defesa Agropecuária de Votuporanga,Med. Vet. Gustavo Scursoni Campion,//www.defesa.agricultura.sp.gov.br/enderecos/cosmorama/
3513009,Cotia,Escritório de Defesa Agropecuária de São Paulo,"Praça Ramos de Azevedo, 254 - 6º andar",01037912,São Paulo,(11) 5067-0175,5067-0230,,,eda.sp@sp.gov.br,Escritório de Defesa Agropecuária de São Paulo,Eng. Agr. Claudio Tetsuo Utida,//www.defesa.agricultura.sp.gov.br/enderecos/cotia/
3513108,Cravinhos,Unidade de Defesa Agropecuária de Cravinhos,"Avenida Fagundes, 710",14140000,Cravinhos,(16) 3951-1201,,,,ca.cravinhos@cati.sp.gov.br,Escritório de Defesa Agropecuária de Ribeirão Preto,Med. Vet. Paulo Antonio Fadil,//www.defesa.agricultura.sp.gov.br/enderecos/cravinhos/
3513207,Cristais Paulista,Unidade de Defesa Agropecuária de Cristais Paulista,"Avenida Antonio Prado, 2347",14460000,Cristais Paulista,(16) 3133-1211,,(16) 3133-1211,,uda.cristaispaulista@cda.sp.gov.br,Escritório de Defesa Agropecuária de Franca,Med. Vet. Matheus Braga Martins,//www.defesa.agricultura.sp.gov.br/enderecos/cristais-paulista/
3513306,Cruzália,Inspetoria de Defesa Agropecuária de Paraguaçu Paulista,"Rua 12 de março, 379",19700000,Paraguaçu Paulista,(18) 3361-1056,3324-2878,(18) 3361-1056,3324-1955,eda.assis@cda.sp.gov.br,Escritório de Defesa Agropecuária de Assis,Med. Vet. José de Barros Vieira,//www.defesa.agricultura.sp.gov.br/enderecos/cruzalia/
